player,nation,pos,squad,born,mp,starts,min,gls,ast,pk,pkatt,crdy,crdr,gls_per_90,ast_per_90,g_plus_a_per_90,g_minus_pk_per_90,year,league
Roberto Piccoli,it ITA,FW,Atalanta,2001,2,0,48,0,0,0,0,0,0,0,0,0,0,2018,Italian
Andrea Pinamonti,it ITA,FW,Frosinone,1999,27,17,1625,5,3,0,0,2,0,0.28,0.17,0.44,0.28,2018,Italian
Carlo Pinsoglio,it ITA,GK,Juventus,1990,1,1,90,0,0,0,0,0,0,0,0,0,0,2018,Italian
Fabio Pisacane,it ITA,DF,Cagliari,1986,27,24,2266,1,1,0,0,6,0,0.04,0.04,0.08,0.04,2018,Italian
Marko Pjaca,hr CRO,"FW,MF",Fiorentina,1995,19,8,750,1,1,0,0,1,0,0.12,0.12,0.24,0.12,2018,Italian
Miralem Pjani?,ba BIH,MF,Juventus,1990,31,27,2280,2,6,0,0,6,1,0.08,0.24,0.32,0.08,2018,Italian
Andrea Poli,it ITA,MF,Bologna,1989,30,23,1932,4,1,0,0,5,0,0.19,0.05,0.23,0.19,2018,Italian
Matteo Politano,it ITA,"FW,MF",Inter,1993,36,31,2549,5,6,0,0,4,1,0.18,0.21,0.39,0.18,2018,Italian
Giacomo Poluzzi,it ITA,GK,SPAL,1988,1,0,6,0,0,0,0,0,0,0,0,0,0,2018,Italian
Manolo Portanova,it ITA,MF,Juventus,2000,1,0,33,0,0,0,0,1,0,0,0,0,0,2018,Italian
Dennis Praet,be BEL,MF,Sampdoria,1994,34,33,2890,2,3,0,0,6,0,0.06,0.09,0.16,0.06,2018,Italian
Silvio Proto,be BEL,GK,Lazio,1983,2,2,180,0,0,0,0,1,0,0,0,0,0,2018,Italian
Ivan Provedel,it ITA,GK,Empoli,1994,16,16,1440,0,0,0,0,0,0,0,0,0,0,2018,Italian
Erick Pulgar,cl CHI,MF,Bologna,1994,28,27,2357,6,2,5,5,6,1,0.23,0.08,0.31,0.04,2018,Italian
Ignacio Pussetto,ar ARG,"FW,MF",Udinese,1995,35,24,2178,4,4,0,0,8,0,0.17,0.17,0.33,0.17,2018,Italian
Fabio Quagliarella,it ITA,FW,Sampdoria,1983,37,37,3199,26,8,9,10,1,0,0.73,0.23,0.96,0.48,2018,Italian
Ivan Radovanovi?,rs SRB,MF,Genoa,1988,16,15,1278,0,0,0,0,3,0,0,0,0,0,2018,Italian
Ionu? Radu,ro ROU,GK,Genoa,1997,33,33,2970,0,0,0,0,0,0,0,0,0,0,2018,Italian
Stefan Radu,ro ROU,DF,Lazio,1986,28,28,2243,0,1,0,0,5,0,0,0.04,0.04,0,2018,Italian
Gastón Ramírez,uy URU,"MF,FW",Sampdoria,1990,27,19,1578,4,4,0,0,7,1,0.23,0.23,0.46,0.23,2018,Italian
Andrea Ranocchia,it ITA,"DF,MF",Inter,1988,4,0,62,0,0,0,0,1,0,0,0,0,0,2018,Italian
Jacob Rasmussen,dk DEN,"DF,MF",Empoli,1997,14,10,1016,0,1,0,0,3,0,0,0.09,0.09,0,2018,Italian
Giacomo Raspadori,it ITA,DF,Sassuolo,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,2018,Italian
Arkadiusz Reca,pl POL,"DF,FW",Atalanta,1995,3,0,49,0,0,0,0,0,0,0,0,0,0,2018,Italian
Vasco Regini,it ITA,DF,SPAL,1990,4,1,81,0,0,0,0,0,0,0,0,0,0,2018,Italian
Pepe Reina,es ESP,GK,Milan,1982,4,2,330,0,0,0,0,0,0,0,0,0,0,2018,Italian
Emiliano Rigoni,ar ARG,"FW,MF",Atalanta,1993,12,6,522,3,0,0,0,1,0,0.52,0,0.52,0.52,2018,Italian
Luca Rigoni,it ITA,MF,Parma,1984,23,20,1761,2,1,0,0,5,0,0.1,0.05,0.15,0.1,2018,Italian
Tomás Rincón,ve VEN,MF,Torino,1988,34,32,2799,3,1,0,0,15,0,0.1,0.03,0.13,0.1,2018,Italian
Alejandro Rodríguez,es ESP,FW,Empoli,1991,1,0,25,0,0,0,0,0,0,0,0,0,0,2018,Italian
Ricardo Rodríguez,ch SUI,DF,Milan,1992,35,35,3047,0,3,0,0,5,0,0,0.09,0.09,0,2018,Italian
Marko Rog,hr CRO,MF,Napoli,1995,9,4,333,1,0,0,0,3,0,0.27,0,0.27,0.27,2018,Italian
Rogério,br BRA,"DF,MF",Sassuolo,1998,33,29,2672,1,2,0,0,9,1,0.03,0.07,0.1,0.03,2018,Italian
Esteban Rolón,ar ARG,MF,Genoa,1995,19,10,1046,0,0,0,0,9,0,0,0,0,0,2018,Italian
Filippo Romagna,it ITA,DF,Cagliari,1997,18,16,1474,0,0,0,0,2,0,0,0,0,0,2018,Italian
Alessio Romagnoli,it ITA,DF,Milan,1995,32,32,2847,2,0,0,0,6,1,0.06,0,0.06,0.06,2018,Italian
Cristian Romero,ar ARG,DF,Genoa,1998,27,27,2336,2,2,0,0,11,2,0.08,0.08,0.15,0.08,2018,Italian
Rômulo,it ITA,"MF,DF",Genoa,1987,17,17,1351,1,2,1,1,1,1,0.07,0.13,0.2,0,2018,Italian
Rômulo,it ITA,"DF,MF",Lazio,1987,10,9,776,0,1,0,0,1,0,0,0.12,0.12,0,2018,Italian
Cristiano Ronaldo,pt POR,FW,Juventus,1985,31,30,2688,21,8,5,6,3,0,0.7,0.27,0.97,0.54,2018,Italian
Marten de Roon,nl NED,MF,Atalanta,1991,35,34,2975,2,3,1,1,8,0,0.06,0.09,0.15,0.03,2018,Italian
Francesco Rossi,it ITA,GK,Atalanta,1991,1,0,1,0,0,0,0,0,0,0,0,0,0,2018,Italian
Daniele Rugani,it ITA,DF,Juventus,1994,15,15,1350,2,0,0,0,3,0,0.13,0,0.13,0.13,2018,Italian
Mário Rui,pt POR,DF,Napoli,1991,20,17,1417,1,1,0,0,5,1,0.06,0.06,0.13,0.06,2018,Italian
Fabián Ruiz Peña,es ESP,"MF,FW",Napoli,1996,27,20,1992,5,4,0,0,3,1,0.23,0.18,0.41,0.23,2018,Italian
Jacopo Sala,it ITA,DF,Sampdoria,1991,21,16,1518,0,1,0,0,5,0,0,0.06,0.06,0,2018,Italian
Bartosz Salamon,pl POL,DF,Frosinone,1991,20,19,1725,0,0,0,0,3,0,0,0,0,0,2018,Italian
Paolo Sammarco,it ITA,MF,Frosinone,1983,8,6,553,1,0,0,0,1,0,0.16,0,0.16,0.16,2018,Italian
Antonio Sanabria,py PAR,FW,Genoa,1996,15,9,766,3,0,0,1,1,0,0.35,0,0.35,0.35,2018,Italian
Sandro,br BRA,MF,Udinese,1989,12,7,594,0,0,0,0,5,0,0,0,0,0,2018,Italian
Sandro,br BRA,MF,Genoa,1989,13,9,711,0,1,0,0,3,0,0,0.13,0.13,0,2018,Italian
Alex Sandro,br BRA,DF,Juventus,1991,31,28,2387,1,2,0,0,7,0,0.04,0.08,0.11,0.04,2018,Italian
Nicola Sansone,it ITA,FW,Bologna,1991,15,13,1139,2,4,0,0,4,1,0.16,0.32,0.47,0.16,2018,Italian
Federico Santander,py PAR,FW,Bologna,1991,32,23,2065,8,3,0,0,5,0,0.35,0.13,0.48,0.35,2018,Italian
Davide Santon,it ITA,DF,Roma,1991,17,11,1009,0,1,0,0,0,0,0,0.09,0.09,0,2018,Italian
Samir Santos,br BRA,DF,Udinese,1994,21,21,1797,2,0,0,0,7,0,0.1,0,0.1,0.1,2018,Italian
Riccardo Saponara,it ITA,"MF,FW",Sampdoria,1991,22,11,905,2,4,0,0,2,0,0.2,0.4,0.6,0.2,2018,Italian
Marco Sau,it ITA,"MF,FW",Sampdoria,1987,5,0,55,0,0,0,0,0,0,0,0,0,0,2018,Italian
Marco Sau,it ITA,FW,Cagliari,1987,14,5,558,1,0,0,0,4,0,0.16,0,0.16,0.16,2018,Italian
Nicolás Schiappacasse,uy URU,FW,Parma,1999,3,1,81,0,0,0,0,0,0,0,0,0,0,2018,Italian
Pasquale Schiattarella,it ITA,MF,SPAL,1987,28,20,1841,0,4,0,0,10,0,0,0.2,0.2,0,2018,Italian
Patrik Schick,cz CZE,FW,Roma,1996,24,15,1314,3,0,0,0,4,0,0.21,0,0.21,0.21,2018,Italian
Matteo Scozzarella,it ITA,MF,Parma,1988,22,17,1459,0,3,0,0,8,0,0,0.19,0.19,0,2018,Italian
Simone Scuffet,it ITA,GK,Udinese,1996,9,9,810,0,0,0,0,0,0,0,0,0,0,2018,Italian
Stefano Sensi,it ITA,MF,Sassuolo,1995,28,23,1972,2,4,0,0,8,0,0.09,0.18,0.27,0.09,2018,Italian
Luigi Sepe,it ITA,GK,Parma,1991,37,37,3330,0,0,0,0,1,0,0,0,0,0,2018,Italian
Leonardo Sernicola,it ITA,FW,Sassuolo,1997,1,0,6,0,0,0,0,0,0,0,0,0,0,2018,Italian
Stephan El Shaarawy,it ITA,FW,Roma,1992,28,23,2104,11,3,0,0,2,0,0.47,0.13,0.6,0.47,2018,Italian
Francisco Sierralta,cl CHI,DF,Parma,1997,6,2,269,0,0,0,0,2,0,0,0,0,0,2018,Italian
Luca Siligardi,it ITA,FW,Parma,1988,29,19,1639,1,2,0,0,2,0,0.05,0.11,0.16,0.05,2018,Italian
Matheus Pereira da Silva,br BRA,MF,Juventus,1998,3,1,92,0,0,0,0,0,0,0,0,0,0,2018,Italian
Matías Silvestre,ar ARG,DF,Empoli,1984,34,34,3060,2,0,0,0,6,0,0.06,0,0.06,0.06,2018,Italian
Giovanni Simeone,ar ARG,FW,Fiorentina,1995,36,27,2454,6,3,0,0,2,0,0.22,0.11,0.33,0.22,2018,Italian
Lorenco Šimi?,hr CRO,DF,SPAL,1996,8,2,238,0,0,0,0,0,0,0,0,0,0,2018,Italian
Salvatore Sirigu,it ITA,GK,Torino,1987,36,36,3169,0,0,0,0,1,0,0,0,0,0,2018,Italian
Lukasz Skorupski,pl POL,GK,Bologna,1991,38,38,3420,0,0,0,0,1,0,0,0,0,0,2018,Italian
Milan Škriniar,sk SVK,DF,Inter,1995,35,35,3150,0,1,0,0,4,0,0,0.03,0.03,0,2018,Italian
Cédric Soares,pt POR,DF,Inter,1991,4,3,259,0,1,0,0,0,0,0,0.35,0.35,0,2018,Italian
Danilo Soddimo,it ITA,MF,Frosinone,1987,10,1,252,0,1,0,0,2,0,0,0.36,0.36,0,2018,Italian
Roberto Soriano,it ITA,MF,Bologna,1991,17,17,1489,2,2,0,0,5,0,0.12,0.12,0.24,0.12,2018,Italian
Marco Andreolli,it ITA,DF,Chievo,1986,8,7,646,0,0,0,0,2,0,0,0,0,0,2018,Italian
Mauro Antonio Burruchaga,ar ARG,MF,Chievo,1998,1,0,58,0,0,0,0,0,0,0,0,0,0,2018,Italian
Mattia Bani,it ITA,DF,Chievo,1993,30,29,2610,0,0,0,0,8,1,0,0,0,0,2018,Italian
Federico Barba,it ITA,DF,Chievo,1993,30,29,2483,0,0,0,0,6,2,0,0,0,0,2018,Italian
Valter Birsa,si SVN,"MF,FW",Chievo,1986,17,12,1101,2,2,1,1,1,0,0.16,0.16,0.33,0.08,2018,Italian
Fabrizio Cacciatore,it ITA,DF,Chievo,1986,7,5,497,0,0,0,0,1,0,0,0,0,0,2018,Italian
Boštjan Cesar,si SVN,DF,Chievo,1982,14,11,1079,1,0,0,0,3,0,0.08,0,0.08,0.08,2018,Italian
Fabio Depaoli,it ITA,DF,Chievo,1997,33,27,2468,0,4,0,0,12,2,0,0.15,0.15,0,2018,Italian
Assane Dioussé,sn SEN,MF,Chievo,1997,14,9,892,0,0,0,0,5,0,0,0,0,0,2018,Italian
Nicolas Frey,fr FRA,DF,Chievo,1984,5,3,227,0,0,0,0,0,0,0,0,0,0,2018,Italian
Emanuele Giaccherini,it ITA,"MF,FW",Chievo,1985,26,22,2009,3,1,1,2,8,0,0.13,0.04,0.18,0.09,2018,Italian
Sergej Grubac,me MNE,"FW,MF",Chievo,2000,3,2,157,0,0,0,0,1,0,0,0,0,0,2018,Italian
Përparim Hetemaj,fi FIN,MF,Chievo,1986,30,25,2156,2,0,0,0,9,0,0.08,0,0.08,0.08,2018,Italian
Pawe? Jaroszy?ski,pl POL,"DF,MF",Chievo,1994,19,15,1348,0,0,0,0,2,0,0,0,0,0,2018,Italian
Musa Juwara,gm GAM,FW,Chievo,2001,1,0,12,0,0,0,0,0,0,0,0,0,0,2018,Italian
Ibrahim Karamoko,fr FRA,MF,Chievo,2001,2,0,65,0,0,0,0,0,0,0,0,0,0,2018,Italian
Sofian Kiyine,ma MAR,"MF,DF",Chievo,1997,23,9,816,0,1,0,0,7,0,0,0.11,0.11,0,2018,Italian
Mehdi Léris,fr FRA,"MF,FW",Chievo,1998,23,18,1607,0,2,0,0,5,0,0,0.11,0.11,0,2018,Italian
Riccardo Meggiorini,it ITA,FW,Chievo,1985,24,18,1548,3,1,1,1,6,0,0.17,0.06,0.23,0.12,2018,Italian
Angelo Ndrecka,al ALB,DF,Chievo,2001,1,1,90,0,0,0,0,0,0,0,0,0,0,2018,Italian
Joel Obi,ng NGA,MF,Chievo,1991,11,9,659,1,0,0,0,1,0,0.14,0,0.14,0.14,2018,Italian
Sergio Pellissier,it ITA,FW,Chievo,1979,19,12,953,4,1,1,2,1,0,0.38,0.09,0.47,0.28,2018,Italian
Lucas Piazon,br BRA,"MF,FW",Chievo,1994,4,0,84,0,0,0,0,0,0,0,0,0,0,2018,Italian
Manuel Pucciarelli,it ITA,FW,Chievo,1991,10,3,302,0,0,0,0,1,0,0,0,0,0,2018,Italian
Ivan Radovanovi?,rs SRB,MF,Chievo,1988,19,19,1706,0,0,0,0,6,0,0,0,0,0,2018,Italian
Nicola Rigoni,it ITA,MF,Chievo,1990,24,23,1951,0,1,0,0,9,1,0,0.05,0.05,0,2018,Italian
Luca Rossettini,it ITA,DF,Chievo,1985,21,20,1823,0,0,0,0,5,0,0,0,0,0,2018,Italian
Ezequiel Schelotto,it ITA,"DF,MF",Chievo,1989,4,2,143,0,0,0,0,0,0,0,0,0,0,2018,Italian
Andrea Seculin,it ITA,GK,Chievo,1990,2,1,91,0,0,0,0,0,0,0,0,0,0,2018,Italian
Adrian Šemper,hr CRO,GK,Chievo,1998,6,6,540,0,0,0,0,0,0,0,0,0,0,2018,Italian
Aday,es ESP,"DF,MF",Girona,1987,10,8,645,0,2,0,0,2,0,0,0.28,0.28,0,2018,Spanish
Juan Aguilera,es ESP,MF,Huesca,1985,6,4,344,0,0,0,0,1,0,0,0,0,0,2018,Spanish
Carlos Akapo,gq EQG,DF,Huesca,1993,13,12,1023,0,0,0,0,2,0,0,0,0,0,2018,Spanish
Pedro Alcalá,es ESP,DF,Girona,1989,25,20,1868,1,1,0,0,9,0,0.05,0.05,0.1,0.05,2018,Spanish
Ezequiel Ávila,ar ARG,"FW,MF",Huesca,1994,34,20,1997,10,2,1,1,12,1,0.45,0.09,0.54,0.41,2018,Spanish
Yassine Bounou,ma MAR,GK,Girona,1991,32,32,2861,0,0,0,0,2,0,0,0,0,0,2018,Spanish
Rajko Brežan?i?,rs SRB,DF,Huesca,1989,1,0,67,0,0,0,0,0,0,0,0,0,0,2018,Spanish
Juanjo Camacho,es ESP,MF,Huesca,1980,3,0,37,0,0,0,0,0,0,0,0,0,0,2018,Spanish
Cucho,co COL,FW,Huesca,1999,34,25,2150,4,3,2,2,6,0,0.17,0.13,0.29,0.08,2018,Spanish
Adrián Diéguez,es ESP,DF,Huesca,1996,9,8,749,0,0,0,0,3,0,0,0,0,0,2018,Spanish
Seydou Doumbia,ci CIV,FW,Girona,1987,17,5,541,2,0,0,0,2,0,0.33,0,0.33,0.33,2018,Spanish
Bernardo Espinosa,co COL,DF,Girona,1989,31,31,2727,1,1,0,0,6,2,0.03,0.03,0.07,0.03,2018,Spanish
Xabier Etxeita,es ESP,DF,Huesca,1987,31,30,2677,4,0,0,0,10,0,0.13,0,0.13,0.13,2018,Spanish
David Ferreiro,es ESP,"FW,MF",Huesca,1988,35,23,2280,1,3,0,0,5,0,0.04,0.12,0.16,0.04,2018,Spanish
Javi Galán,es ESP,"DF,MF",Huesca,1994,16,16,1440,0,2,0,0,7,0,0,0.12,0.12,0,2018,Spanish
Álex Gallar,es ESP,"MF,FW",Huesca,1992,25,10,1009,4,1,1,1,2,0,0.36,0.09,0.45,0.27,2018,Spanish
Enric Gallego,es ESP,FW,Huesca,1986,19,17,1539,5,1,0,0,4,0,0.29,0.06,0.35,0.29,2018,Spanish
Aleix García,es ESP,MF,Girona,1997,31,20,1663,2,1,0,0,1,0,0.11,0.05,0.16,0.11,2018,Spanish
Borja García,es ESP,"FW,MF",Girona,1990,33,30,2629,1,3,0,0,0,1,0.03,0.1,0.14,0.03,2018,Spanish
Raúl García,es ESP,DF,Girona,1989,10,10,850,0,1,0,0,1,0,0,0.11,0.11,0,2018,Spanish
Moi Gómez,es ESP,MF,Huesca,1994,36,35,3055,2,7,0,0,3,0,0.06,0.21,0.27,0.06,2018,Spanish
Álex Granell,es ESP,"MF,DF",Girona,1988,32,26,2391,0,4,0,0,5,0,0,0.15,0.15,0,2018,Spanish
Serdar Gürler,tr TUR,"FW,MF",Huesca,1991,13,5,482,0,1,0,0,2,0,0,0.19,0.19,0,2018,Spanish
Yangel Herrera,ve VEN,"MF,DF",Huesca,1998,16,14,1154,0,0,0,0,5,0,0,0,0,0,2018,Spanish
Pablo Insua,es ESP,DF,Huesca,1993,10,10,776,0,0,0,0,4,0,0,0,0,0,2018,Spanish
Gorka Iraizoz,es ESP,GK,Girona,1981,7,6,559,0,0,0,0,0,0,0,0,0,0,2018,Spanish
Aleksandar Jovanovi?,rs SRB,GK,Huesca,1992,12,12,1080,0,0,0,0,1,0,0,0,0,0,2018,Spanish
Juanpe,es ESP,DF,Girona,1991,33,31,2767,0,0,0,0,8,0,0,0,0,0,2018,Spanish
Juanpi,ve VEN,"MF,FW",Huesca,1994,14,8,670,2,2,1,1,2,0,0.27,0.27,0.54,0.13,2018,Spanish
Samuele Longo,it ITA,"FW,MF",Huesca,1992,15,6,556,1,2,0,0,4,0,0.16,0.32,0.49,0.16,2018,Spanish
Anthony Lozano,hn HON,"FW,MF",Girona,1993,20,7,730,0,0,0,0,4,1,0,0,0,0,2018,Spanish
Luisinho,pt POR,DF,Huesca,1985,7,6,507,0,0,0,0,4,0,0,0,0,0,2018,Spanish
Douglas Luiz,br BRA,MF,Girona,1998,23,16,1490,0,0,0,0,7,0,0,0,0,0,2018,Spanish
Martín Mantovani,ar ARG,DF,Huesca,1984,9,6,701,2,0,0,0,2,0,0.26,0,0.26,0.26,2018,Spanish
Gonzalo Melero,es ESP,MF,Huesca,1994,22,14,1345,2,1,1,2,3,0,0.13,0.07,0.2,0.07,2018,Spanish
Jorge Miramón,es ESP,DF,Huesca,1989,30,30,2492,1,0,0,0,5,0,0.04,0,0.04,0.04,2018,Spanish
Johan Mojica,co COL,"DF,MF",Girona,1992,1,0,20,0,0,0,0,0,0,0,0,0,0,2018,Spanish
Marc Muniesa,es ESP,"DF,MF",Girona,1992,19,15,1406,0,0,0,0,6,0,0,0,0,0,2018,Spanish
Damián Musto,ar ARG,MF,Huesca,1987,24,20,1686,0,0,0,0,11,0,0,0,0,0,2018,Spanish
Carles Planas,es ESP,"DF,MF",Girona,1991,7,4,419,0,1,0,0,3,0,0,0.21,0.21,0,2018,Spanish
Pere Pons,es ESP,MF,Girona,1993,34,32,2792,1,2,0,0,4,0,0.03,0.06,0.1,0.03,2018,Spanish
Pedro Porro,es ESP,"DF,MF",Girona,1999,32,25,2211,0,4,0,0,4,0,0,0.16,0.16,0,2018,Spanish
Portu,es ESP,"FW,MF",Girona,1992,34,33,2821,9,2,1,1,3,0,0.29,0.06,0.35,0.26,2018,Spanish
Jorge Pulido,es ESP,DF,Huesca,1991,32,32,2785,3,3,0,0,9,2,0.1,0.1,0.19,0.1,2018,Spanish
Jonás Ramalho,ao ANG,DF,Girona,1993,22,18,1619,1,0,0,0,4,0,0.06,0,0.06,0.06,2018,Spanish
Cristian Rivera,es ESP,MF,Huesca,1997,22,19,1692,2,0,0,0,2,0,0.11,0,0.11,0.11,2018,Spanish
Patrick Roberts,eng ENG,FW,Girona,1997,19,6,601,0,0,0,0,0,0,0,0,0,0,2018,Spanish
Roberto Santamaría,es ESP,GK,Huesca,1985,20,20,1800,0,0,0,0,1,0,0,0,0,0,2018,Spanish
Lluís Sastre,es ESP,MF,Huesca,1986,4,1,120,0,0,0,0,0,0,0,0,0,0,2018,Spanish
Rúben Semedo,pt POR,DF,Huesca,1994,11,9,850,0,0,0,0,4,0,0,0,0,0,2018,Spanish
Paik Seung-ho,kr KOR,"FW,MF",Girona,1997,3,0,60,0,0,0,0,0,0,0,0,0,0,2018,Spanish
Kévin Soni,cm CMR,"FW,DF",Girona,1998,5,1,82,0,0,0,0,1,0,0,0,0,0,2018,Spanish
Cristhian Stuani,uy URU,FW,Girona,1986,32,30,2729,19,0,5,5,9,0,0.63,0,0.63,0.46,2018,Spanish
David Timor,es ESP,"MF,FW",Girona,1989,2,2,163,0,0,0,0,0,0,0,0,0,0,2018,Spanish
Luis Advíncula,pe PER,DF,Rayo Vallecano,1990,28,27,2389,1,3,0,0,6,2,0.04,0.11,0.15,0.04,2018,Spanish
Sergio Akieme,es ESP,DF,Rayo Vallecano,1997,2,2,180,0,1,0,0,0,0,0,0.5,0.5,0,2018,Spanish
Álex Alegría,es ESP,"FW,MF",Rayo Vallecano,1992,9,0,140,0,0,0,0,0,0,0,0,0,0,2018,Spanish
Jordi Amat,es ESP,DF,Rayo Vallecano,1992,31,31,2763,0,0,0,0,9,0,0,0,0,0,2018,Spanish
Abdoulaye Ba,sn SEN,DF,Rayo Vallecano,1991,26,25,2110,1,0,0,0,4,2,0.04,0,0.04,0.04,2018,Spanish
Bebé,pt POR,"FW,MF",Rayo Vallecano,1990,27,13,1302,1,1,0,0,6,0,0.07,0.07,0.14,0.07,2018,Spanish
Catena,es ESP,DF,Rayo Vallecano,1994,2,2,176,0,0,0,0,1,0,0,0,0,0,2018,Spanish
Chechu,es ESP,DF,Rayo Vallecano,1982,1,1,90,0,0,0,0,0,0,0,0,0,0,2018,Spanish
Santi Comesaña,es ESP,MF,Rayo Vallecano,1996,25,23,2032,1,1,0,0,6,0,0.04,0.04,0.09,0.04,2018,Spanish
Franco Di Santo,ar ARG,FW,Rayo Vallecano,1989,6,1,172,0,0,0,0,1,1,0,0,0,0,2018,Spanish
Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,1993,21,21,1890,0,0,0,0,3,0,0,0,0,0,2018,Spanish
Gorka Elustondo,es ESP,MF,Rayo Vallecano,1987,5,3,285,0,0,0,0,1,0,0,0,0,0,2018,Spanish
Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,1992,36,27,2282,5,6,3,3,5,1,0.2,0.24,0.43,0.08,2018,Spanish
Álex Gálvez,es ESP,DF,Rayo Vallecano,1989,17,17,1412,1,0,0,0,6,0,0.06,0,0.06,0.06,2018,Spanish
Alberto García,es ESP,GK,Rayo Vallecano,1985,17,17,1530,0,0,0,0,1,0,0,0,0,0,2018,Spanish
Álvaro García,es ESP,"FW,MF",Rayo Vallecano,1992,35,17,1766,4,2,0,0,3,0,0.2,0.1,0.31,0.2,2018,Spanish
Javi Guerra,es ESP,"FW,MF",Rayo Vallecano,1982,8,1,236,0,1,0,0,0,0,0,0.38,0.38,0,2018,Spanish
Uche Henry Agbo,ng NGA,MF,Rayo Vallecano,1995,6,5,372,0,0,0,0,2,0,0,0,0,0,2018,Spanish
Giannelli Imbula,cd COD,MF,Rayo Vallecano,1992,22,21,1732,1,1,0,0,7,0,0.05,0.05,0.1,0.05,2018,Spanish
Gaël Kakuta,cd COD,"MF,FW",Rayo Vallecano,1991,12,9,717,1,0,1,1,1,0,0.13,0,0.13,0,2018,Spanish
Álvaro Medrán,es ESP,MF,Rayo Vallecano,1994,21,12,1149,3,0,0,0,8,1,0.23,0,0.23,0.23,2018,Spanish
Álex Moreno,es ESP,DF,Rayo Vallecano,1993,36,36,3136,1,1,0,0,5,0,0.03,0.03,0.06,0.03,2018,Spanish
Sergio Moreno,es ESP,MF,Rayo Vallecano,,1,0,14,0,0,0,0,0,0,0,0,0,0,2018,Spanish
José Pozo,es ESP,"MF,FW",Rayo Vallecano,1996,29,16,1617,3,0,0,0,4,0,0.17,0,0.17,0.17,2018,Spanish
Mario Suárez,es ESP,MF,Rayo Vallecano,1987,14,11,1026,2,0,0,0,5,0,0.18,0,0.18,0.18,2018,Spanish
Tito,es ESP,DF,Rayo Vallecano,1985,15,12,1098,0,0,0,0,2,0,0,0,0,0,2018,Spanish
Antonio Adán,es ESP,GK,Atlético Madrid,1987,1,1,90,0,0,0,0,1,0,0,0,0,0,2018,Spanish
Aritz Aduriz,es ESP,FW,Athletic Club,1981,20,10,943,2,0,2,2,5,0,0.19,0,0.19,0,2018,Spanish
Jordi Alba,es ESP,DF,Barcelona,1989,36,32,2991,2,8,0,0,6,0,0.06,0.24,0.3,0.06,2018,Spanish
Rubén Alcaraz,es ESP,MF,Valladolid,1991,34,34,2976,3,2,0,1,13,0,0.09,0.06,0.15,0.09,2018,Spanish
Iván Alejo,es ESP,"MF,FW",Getafe,1995,4,2,146,0,0,0,0,2,1,0,0,0,0,2018,Spanish
Carles Aleñá,es ESP,MF,Barcelona,1998,17,6,637,2,0,0,0,2,0,0.28,0,0.28,0.28,2018,Spanish
Alexander,ar ARG,DF,Leganés,1988,1,0,10,0,0,0,0,0,0,0,0,0,0,2018,Spanish
Sergio Álvarez,es ESP,"MF,DF",Eibar,1992,19,12,1069,0,0,0,0,1,0,0,0,0,0,2018,Spanish
Yeray Álvarez,es ESP,DF,Athletic Club,1995,30,30,2613,0,0,0,0,10,0,0,0,0,0,2018,Spanish
Ibrahim Amadou,fr FRA,"MF,DF",Sevilla,1993,17,7,762,0,0,0,0,2,0,0,0,0,0,2018,Spanish
Amath,sn SEN,"MF,FW",Getafe,1996,15,13,1002,1,2,0,0,4,0,0.09,0.18,0.27,0.09,2018,Spanish
Miguel Ángel Moyá,es ESP,GK,Real Sociedad,1984,11,11,990,0,0,0,0,1,0,0,0,0,0,2018,Spanish
José Ángel,es ESP,DF,Eibar,1989,35,34,3028,1,1,0,0,10,0,0.03,0.03,0.06,0.03,2018,Spanish
Antoñito,es ESP,"DF,MF",Valladolid,1987,30,18,1863,2,1,0,0,5,0,0.1,0.05,0.14,0.1,2018,Spanish
Vitorino Antunes,pt POR,DF,Getafe,1987,28,25,2181,1,3,0,0,5,0,0.04,0.12,0.17,0.04,2018,Spanish
Anuar,ma MAR,MF,Valladolid,1995,19,12,1081,1,0,0,0,6,0,0.08,0,0.08,0.08,2018,Spanish
Mauro Arambarri,uy URU,MF,Getafe,1995,33,32,2676,1,2,0,0,8,0,0.03,0.07,0.1,0.03,2018,Spanish
Guilherme Arana,br BRA,"MF,DF",Sevilla,1997,9,8,629,0,0,0,0,3,0,0,0,0,0,2018,Spanish
Anaitz Arbilla,es ESP,DF,Eibar,1987,25,22,1950,1,2,0,0,6,1,0.05,0.09,0.14,0.05,2018,Spanish
Santiago Arias,co COL,DF,Atlético Madrid,1992,25,20,1772,1,1,0,0,4,0,0.05,0.05,0.1,0.05,2018,Spanish
José Arnaiz,es ESP,"DF,MF",Leganés,1995,6,0,113,0,0,0,0,0,0,0,0,0,0,2018,Spanish
Sergio Asenjo,es ESP,GK,Villarreal,1989,32,32,2880,0,0,0,0,0,0,0,0,0,0,2018,Spanish
Marco Asensio,es ESP,FW,Real Madrid,1996,30,19,1779,1,4,0,0,3,0,0.05,0.2,0.25,0.05,2018,Spanish
Carlos Bacca,co COL,FW,Villarreal,1986,33,12,1270,6,1,1,1,3,0,0.43,0.07,0.5,0.35,2018,Spanish
