player,nation,pos,squad,born,mp,starts,min,gls,ast,pk,pkatt,crdy,crdr,gls_per_90,ast_per_90,g_plus_a_per_90,g_minus_pk_per_90,year,league
Lionel Messi,ar ARG,"FW,MF",Barcelona,1987,38,37,3375,43,18,5,6,4,0,1.15,0.48,1.63,1.01,2014,Spanish
Miranda,br BRA,DF,Atlético Madrid,1984,23,23,2024,3,1,0,0,8,1,0.13,0.04,0.18,0.13,2014,Spanish
Luka Modri?,hr CRO,MF,Real Madrid,1985,16,16,1290,1,3,0,0,4,0,0.07,0.21,0.28,0.07,2014,Spanish
Martín Montoya,es ESP,DF,Barcelona,1991,8,6,591,0,0,0,0,0,0,0,0,0,0,2014,Spanish
Juan Muñoz,es ESP,FW,Sevilla,1995,1,0,35,0,0,0,0,0,0,0,0,0,0,2014,Spanish
Nacho,es ESP,DF,Real Madrid,1990,14,5,667,1,0,0,0,1,0,0.13,0,0.13,0.13,2014,Spanish
Fernando Navarro,es ESP,DF,Sevilla,1982,19,15,1380,0,0,0,0,3,0,0,0,0,0,2014,Spanish
Keylor Navas,cr CRC,GK,Real Madrid,1986,6,6,540,0,0,0,0,1,0,0,0,0,0,2014,Spanish
Neymar,br BRA,"FW,MF",Barcelona,1992,33,29,2562,22,7,1,1,6,0,0.77,0.25,1.02,0.74,2014,Spanish
Saúl Ñíguez,es ESP,MF,Atlético Madrid,1994,24,9,1069,4,2,0,0,1,0,0.34,0.17,0.51,0.34,2014,Spanish
Jan Oblak,si SVN,GK,Atlético Madrid,1993,11,11,990,0,0,0,0,2,0,0,0,0,0,2014,Spanish
Nicolás Pareja,ar ARG,DF,Sevilla,1984,26,26,2275,1,1,0,0,6,0,0.04,0.04,0.08,0.04,2014,Spanish
Pedro,es ESP,"FW,MF",Barcelona,1987,35,15,1555,6,6,0,0,3,0,0.35,0.35,0.69,0.35,2014,Spanish
Pepe,pt POR,"DF,MF",Real Madrid,1983,27,25,2224,2,2,0,0,4,0,0.08,0.08,0.16,0.08,2014,Spanish
Gerard Piqué,es ESP,DF,Barcelona,1987,27,26,2385,5,1,0,0,6,0,0.19,0.04,0.23,0.19,2014,Spanish
Rafinha,br BRA,MF,Barcelona,1993,24,13,1157,1,0,0,0,2,0,0.08,0,0.08,0.08,2014,Spanish
Ivan Rakiti?,hr CRO,MF,Barcelona,1988,32,23,2030,5,8,0,0,1,0,0.22,0.35,0.58,0.22,2014,Spanish
Sandro Ramírez,es ESP,FW,Barcelona,1995,7,0,158,2,0,0,0,0,0,1.14,0,1.14,1.14,2014,Spanish
Sergio Ramos,es ESP,DF,Real Madrid,1986,27,27,2229,4,1,0,0,12,0,0.16,0.04,0.2,0.16,2014,Spanish
Sergio Rico,es ESP,GK,Sevilla,1993,21,19,1812,0,0,0,0,2,0,0,0,0,0,2014,Spanish
Sergi Roberto,es ESP,"DF,MF",Barcelona,1992,12,4,517,0,0,0,0,0,0,0,0,0,0,2014,Spanish
Cristian Rodríguez,uy URU,MF,Atlético Madrid,1985,6,0,75,0,0,0,0,0,0,0,0,0,0,2014,Spanish
James Rodríguez,co COL,"FW,MF",Real Madrid,1991,29,29,2265,13,13,0,0,5,0,0.52,0.52,1.03,0.52,2014,Spanish
Cristiano Ronaldo,pt POR,"FW,MF",Real Madrid,1985,35,35,3100,48,16,10,12,5,1,1.39,0.46,1.86,1.1,2014,Spanish
Lucas Silva,br BRA,MF,Real Madrid,1993,8,3,340,0,0,0,0,0,0,0,0,0,0,2014,Spanish
Guilherme Siqueira,br BRA,"DF,MF",Atlético Madrid,1986,25,24,2077,1,1,0,1,7,2,0.04,0.04,0.09,0.04,2014,Spanish
Denis Suárez,es ESP,MF,Sevilla,1994,31,16,1620,2,4,0,0,2,0,0.11,0.22,0.33,0.11,2014,Spanish
Luis Suárez,uy URU,FW,Barcelona,1987,27,25,2159,16,13,0,0,4,0,0.67,0.54,1.21,0.67,2014,Spanish
Mario Suárez,es ESP,MF,Atlético Madrid,1987,20,11,1139,1,0,0,0,9,0,0.08,0,0.08,0.08,2014,Spanish
Fernando Torres,es ESP,FW,Atlético Madrid,1984,19,10,881,3,1,0,0,3,0,0.31,0.1,0.41,0.31,2014,Spanish
Benoît Trémoulinas,fr FRA,DF,Sevilla,1985,20,18,1638,0,4,0,0,5,0,0,0.22,0.22,0,2014,Spanish
Arda Turan,tr TUR,"FW,MF",Atlético Madrid,1987,32,28,2317,2,5,0,0,7,0,0.08,0.19,0.27,0.08,2014,Spanish
Raphaël Varane,fr FRA,"DF,MF",Real Madrid,1993,27,21,2040,0,0,0,0,1,0,0,0,0,0,2014,Spanish
Aaron Ramsey,wal WAL,MF,Arsenal,1990,31,29,2623,5,4,0,0,4,0,0.17,0.14,0.31,0.17,2015,English
Ádám Bogdán,hu HUN,GK,Liverpool,1987,2,2,180,0,0,0,0,0,0,0,0,0,0,2015,English
Adam Lallana,eng ENG,"MF,FW",Liverpool,1988,30,23,2107,4,6,0,0,2,0,0.17,0.26,0.43,0.17,2015,English
Alberto Moreno,es ESP,DF,Liverpool,1992,32,28,2548,1,4,0,0,3,0,0.04,0.14,0.18,0.04,2015,English
Aleksandar Kolarov,rs SRB,DF,Manchester City,1985,29,25,2283,3,3,0,1,3,0,0.12,0.12,0.24,0.12,2015,English
Alex Iwobi,ng NGA,"MF,FW",Arsenal,1996,13,8,628,2,2,0,0,0,0,0.29,0.29,0.57,0.29,2015,English
Alex Oxlade-Chamberlain,eng ENG,MF,Arsenal,1993,22,9,926,1,0,0,0,0,0,0.1,0,0.1,0.1,2015,English
Alexandre Pato,br BRA,FW,Chelsea,1989,2,1,131,1,0,1,1,0,0,0.69,0,0.69,0,2015,English
Asmir Begovi?,ba BIH,GK,Chelsea,1987,17,15,1399,0,0,0,0,0,0,0,0,0,0,2015,English
Baba Rahman,gh GHA,DF,Chelsea,1994,15,11,1018,0,1,0,0,1,0,0,0.09,0.09,0,2015,English
Bersant Celina,xk KVX,"FW,MF",Manchester City,1996,1,0,14,0,1,0,0,0,0,0,6.43,6.43,0,2015,English
Branislav Ivanovi?,rs SRB,DF,Chelsea,1984,33,33,2916,2,2,0,0,5,0,0.06,0.06,0.12,0.06,2015,English
Calum Chambers,eng ENG,"MF,DF",Arsenal,1995,12,2,322,0,0,0,0,2,0,0,0,0,0,2015,English
Cameron Brannagan,eng ENG,MF,Liverpool,1996,3,1,114,0,0,0,0,0,0,0,0,0,0,2015,English
César Azpilicueta,es ESP,DF,Chelsea,1989,37,36,3199,2,3,0,0,7,0,0.06,0.08,0.14,0.06,2015,English
Cesc Fàbregas,es ESP,MF,Chelsea,1987,37,33,2895,5,7,2,2,5,0,0.16,0.22,0.37,0.09,2015,English
Christian Benteke,be BEL,FW,Liverpool,1990,29,14,1529,9,3,1,1,2,0,0.53,0.18,0.71,0.47,2015,English
Connor Randall,eng ENG,DF,Liverpool,1995,3,2,163,0,0,0,0,0,0,0,0,0,0,2015,English
Danny Ings,eng ENG,FW,Liverpool,1992,6,3,340,2,0,0,0,1,0,0.53,0,0.53,0.53,2015,English
David Ospina,co COL,GK,Arsenal,1988,4,4,360,0,0,0,0,0,0,0,0,0,0,2015,English
Dejan Lovren,hr CRO,DF,Liverpool,1989,24,22,1896,0,0,0,0,2,0,0,0,0,0,2015,English
Diego Costa,es ESP,FW,Chelsea,1988,28,27,2373,12,6,0,0,8,0,0.46,0.23,0.68,0.46,2015,English
Divock Origi,be BEL,FW,Liverpool,1995,16,7,670,5,1,0,0,0,0,0.67,0.13,0.81,0.67,2015,English
Eden Hazard,be BEL,"MF,FW",Chelsea,1991,31,25,2191,4,3,0,0,2,0,0.16,0.12,0.29,0.16,2015,English
Eliaquim Mangala,fr FRA,DF,Manchester City,1991,23,23,2009,0,0,0,0,8,0,0,0,0,0,2015,English
Emre Can,de GER,"MF,DF",Liverpool,1994,30,28,2491,1,0,0,0,9,0,0.04,0,0.04,0.04,2015,English
Fabian Delph,eng ENG,MF,Manchester City,1989,17,8,753,2,0,0,0,0,0,0.24,0,0.24,0.24,2015,English
Fernandinho,br BRA,MF,Manchester City,1985,33,31,2729,2,2,0,0,8,0,0.07,0.07,0.13,0.07,2015,English
Fernando,br BRA,MF,Manchester City,1987,24,17,1715,2,0,0,0,4,0,0.1,0,0.1,0.1,2015,English
Francis Coquelin,fr FRA,MF,Arsenal,1991,26,21,1644,0,0,0,0,6,1,0,0,0,0,2015,English
Gabriel Paulista,br BRA,DF,Arsenal,1990,21,18,1764,1,0,0,0,4,1,0.05,0,0.05,0.05,2015,English
Gaël Clichy,fr FRA,DF,Manchester City,1985,14,12,1087,0,1,0,0,0,0,0,0.08,0.08,0,2015,English
Gary Cahill,eng ENG,DF,Chelsea,1985,23,21,1957,2,1,0,0,2,0,0.09,0.05,0.14,0.09,2015,English
Héctor Bellerín,es ESP,DF,Arsenal,1995,36,36,3240,1,5,0,0,3,0,0.03,0.14,0.17,0.03,2015,English
Jake Clarke-Salter,eng ENG,DF,Chelsea,1997,1,0,17,0,0,0,0,0,0,0,0,0,0,2015,English
James Milner,eng ENG,"MF,FW",Liverpool,1986,28,28,2409,5,11,1,1,10,1,0.19,0.41,0.6,0.15,2015,English
Jesús Navas,es ESP,MF,Manchester City,1985,34,24,2282,0,7,0,0,1,0,0,0.28,0.28,0,2015,English
João Carlos Teixeira,pt POR,MF,Liverpool,1993,1,0,4,0,0,0,0,0,0,0,0,0,0,2015,English
Joe Allen,wal WAL,MF,Liverpool,1990,19,8,735,2,1,0,0,0,0,0.24,0.12,0.37,0.24,2015,English
Joe Gomez,eng ENG,"DF,MF",Liverpool,1997,5,5,437,0,1,0,0,3,0,0,0.21,0.21,0,2015,English
Joe Hart,eng ENG,GK,Manchester City,1987,35,35,3109,0,0,0,0,0,0,0,0,0,0,2015,English
Joel Campbell,cr CRC,MF,Arsenal,1992,19,11,884,3,2,0,0,0,0,0.31,0.2,0.51,0.31,2015,English
John Obi Mikel,ng NGA,"MF,DF",Chelsea,1987,25,19,1782,0,1,0,0,6,0,0,0.05,0.05,0,2015,English
Jon Flanagan,eng ENG,DF,Liverpool,1993,5,5,420,0,1,0,0,1,0,0,0.21,0.21,0,2015,English
Jordan Henderson,eng ENG,MF,Liverpool,1990,17,15,1290,2,3,0,0,1,0,0.14,0.21,0.35,0.14,2015,English
Jordon Ibe,eng ENG,"MF,FW",Liverpool,1995,27,12,1178,1,2,0,0,0,0,0.08,0.15,0.23,0.08,2015,English
Juan Cuadrado,co COL,"DF,FW",Chelsea,1988,1,0,27,0,0,0,0,0,0,0,0,0,0,2015,English
Kelechi Iheanacho,ng NGA,"FW,MF",Manchester City,1996,26,7,766,8,1,0,0,1,0,0.94,0.12,1.06,0.94,2015,English
Kenedy,br BRA,"DF,MF",Chelsea,1996,14,4,556,1,0,0,0,0,0,0.16,0,0.16,0.16,2015,English
Kevin De Bruyne,be BEL,MF,Manchester City,1991,25,22,2002,7,9,0,0,2,0,0.31,0.4,0.72,0.31,2015,English
Kieran Gibbs,eng ENG,"DF,MF",Arsenal,1989,15,3,391,1,0,0,0,0,0,0.23,0,0.23,0.23,2015,English
Laurent Koscielny,fr FRA,DF,Arsenal,1985,33,33,2845,4,0,0,0,3,0,0.13,0,0.13,0.13,2015,English
Loïc Rémy,fr FRA,FW,Chelsea,1987,13,3,291,1,0,0,0,0,0,0.31,0,0.31,0.31,2015,English
Lucas Leiva,br BRA,"MF,DF",Liverpool,1987,27,21,1953,0,1,0,0,8,0,0,0.05,0.05,0,2015,English
Manu García,es ESP,"FW,MF",Manchester City,1998,1,0,11,0,0,0,0,0,0,0,0,0,0,2015,English
Martín Demichelis,ar ARG,DF,Manchester City,1980,20,10,1021,0,0,0,0,3,0,0,0,0,0,2015,English
Mathieu Debuchy,fr FRA,DF,Arsenal,1985,2,2,142,0,0,0,0,0,0,0,0,0,0,2015,English
Mathieu Flamini,fr FRA,MF,Arsenal,1984,16,12,1089,0,0,0,0,3,0,0,0,0,0,2015,English
Matt Miazga,us USA,DF,Chelsea,1995,2,2,135,0,0,0,0,1,0,0,0,0,0,2015,English
Mesut Özil,de GER,MF,Arsenal,1988,35,35,3035,6,19,0,0,4,0,0.18,0.56,0.74,0.18,2015,English
Mikel Arteta,es ESP,MF,Arsenal,1982,9,0,169,0,0,0,0,1,0,0,0,0,0,2015,English
Mohamed Elneny,eg EGY,MF,Arsenal,1992,11,9,792,0,1,0,0,3,0,0,0.11,0.11,0,2015,English
Nacho Monreal,es ESP,DF,Arsenal,1986,37,36,3249,0,3,0,0,1,0,0,0.08,0.08,0,2015,English
Nathaniel Clyne,eng ENG,DF,Liverpool,1991,33,33,2970,1,0,0,0,6,0,0.03,0,0.03,0.03,2015,English
Nemanja Mati?,rs SRB,MF,Chelsea,1988,33,28,2415,2,2,0,0,5,1,0.07,0.07,0.15,0.07,2015,English
Nicolás Otamendi,ar ARG,DF,Manchester City,1988,30,30,2671,1,0,0,0,9,0,0.03,0,0.03,0.03,2015,English
Olivier Giroud,fr FRA,FW,Arsenal,1986,38,26,2429,16,6,1,1,2,0,0.59,0.22,0.82,0.56,2015,English
Oscar,br BRA,MF,Chelsea,1991,27,20,1769,3,3,1,2,4,0,0.15,0.15,0.31,0.1,2015,English
Patrick Roberts,eng ENG,"FW,MF",Manchester City,1997,1,0,5,0,0,0,0,0,0,0,0,0,0,2015,English
Pedro,es ESP,MF,Chelsea,1987,29,24,2033,7,3,0,0,3,0,0.31,0.13,0.44,0.31,2015,English
Pedro Chirivella,es ESP,MF,Liverpool,1997,1,1,45,0,0,0,0,0,0,0,0,0,0,2015,English
Per Mertesacker,de GER,DF,Arsenal,1984,24,24,2048,0,0,0,0,1,1,0,0,0,0,2015,English
Petr ?ech,cz CZE,GK,Arsenal,1982,34,34,3060,0,0,0,0,0,0,0,0,0,0,2015,English
Philippe Coutinho,br BRA,"MF,FW",Liverpool,1992,26,24,1996,8,5,0,0,3,1,0.36,0.23,0.59,0.36,2015,English
Radamel Falcao,co COL,FW,Chelsea,1986,10,1,237,1,0,0,0,1,0,0.38,0,0.38,0.38,2015,English
Ramires,br BRA,MF,Chelsea,1987,12,7,609,2,0,0,0,1,0,0.3,0,0.3,0.3,2015,English
Roberto Firmino,br BRA,"FW,MF",Liverpool,1991,31,24,1972,10,7,0,0,1,0,0.46,0.32,0.78,0.46,2015,English
Ruben Loftus-Cheek,eng ENG,MF,Chelsea,1996,13,4,412,1,0,0,0,0,0,0.22,0,0.22,0.22,2015,English
Samir Nasri,fr FRA,"MF,FW",Manchester City,1987,12,4,541,2,2,0,0,3,0,0.33,0.33,0.67,0.33,2015,English
Santi Cazorla,es ESP,MF,Arsenal,1984,15,15,1291,0,3,0,1,3,1,0,0.21,0.21,0,2015,English
Sergi Canós,es ESP,"FW,MF",Liverpool,1997,1,0,10,0,0,0,0,0,0,0,0,0,0,2015,English
Sergio Agüero,ar ARG,FW,Manchester City,1988,30,29,2360,24,2,4,5,1,0,0.92,0.08,0.99,0.76,2015,English
Sheyi Ojo,eng ENG,"MF,FW",Liverpool,1997,8,5,397,0,3,0,0,0,0,0,0.68,0.68,0,2015,English
Simon Mignolet,be BEL,GK,Liverpool,1988,34,34,3060,0,0,0,0,2,0,0,0,0,0,2015,English
Steven Caulker,eng ENG,DF,Liverpool,1991,3,0,5,0,0,0,0,0,0,0,0,0,0,2015,English
Tammy Abraham,eng ENG,FW,Chelsea,1997,2,0,55,0,0,0,0,0,0,0,0,0,0,2015,English
Thibaut Courtois,be BEL,GK,Chelsea,1992,23,23,2020,0,0,0,0,1,2,0,0,0,0,2015,English
Vincent Kompany,be BEL,DF,Manchester City,1986,14,13,1179,2,0,0,0,5,0,0.15,0,0.15,0.15,2015,English
Wilfried Bony,ci CIV,FW,Manchester City,1988,26,13,1226,4,3,0,1,1,0,0.29,0.22,0.51,0.29,2015,English
Willy Caballero,ar ARG,GK,Manchester City,1981,4,3,311,0,0,0,0,0,0,0,0,0,0,2015,English
Adrien Rabiot,fr FRA,MF,Paris S-G,1995,24,19,1610,1,1,0,0,4,1,0.06,0.06,0.11,0.06,2015,French
Aldo Kalulu,fr FRA,FW,Lyon,1996,10,1,198,2,0,0,0,0,0,0.91,0,0.91,0.91,2015,French
Alexandre Lacazette,fr FRA,FW,Lyon,1991,34,34,2957,21,3,2,2,5,0,0.64,0.09,0.73,0.58,2015,French
Andrea Raggi,it ITA,DF,Monaco,1984,31,29,2607,2,1,0,0,5,0,0.07,0.03,0.1,0.07,2015,French
Ángel Di María,ar ARG,"FW,MF",Paris S-G,1988,29,26,2122,10,18,0,0,0,0,0.42,0.76,1.19,0.42,2015,French
Anthony Lopes,pt POR,GK,Lyon,1990,37,37,3330,0,0,0,0,2,0,0,0,0,0,2015,French
Anthony Martial,fr FRA,FW,Monaco,1995,3,2,203,0,1,0,0,0,0,0,0.44,0.44,0,2015,French
Arnold Mvuemba,cd COD,MF,Lyon,1985,6,3,291,0,0,0,0,0,0,0,0,0,0,2015,French
Bakary Koné,bf BFA,DF,Lyon,1988,6,4,432,0,0,0,0,1,0,0,0,0,0,2015,French
Benjamin Corgnet,fr FRA,MF,Saint-Étienne,1987,16,5,551,1,1,0,0,0,0,0.16,0.16,0.33,0.16,2015,French
Benoît Assou-Ekotto,cm CMR,DF,Saint-Étienne,1984,20,19,1704,0,0,0,0,1,0,0,0,0,0,2015,French
Blaise Matuidi,fr FRA,MF,Paris S-G,1987,31,23,2060,4,6,0,0,4,0,0.17,0.26,0.44,0.17,2015,French
Christophe Jallet,fr FRA,DF,Lyon,1983,23,20,1760,1,5,0,0,3,1,0.05,0.26,0.31,0.05,2015,French
Christopher Nkunku,fr FRA,MF,Paris S-G,1997,5,4,328,0,0,0,0,0,0,0,0,0,0,2015,French
Claudio Beauvue,GPE,FW,Lyon,1988,19,15,1279,5,2,1,1,0,0,0.35,0.14,0.49,0.28,2015,French
Clément Grenier,fr FRA,"MF,FW",Lyon,1991,18,10,1014,2,3,0,0,3,1,0.18,0.27,0.44,0.18,2015,French
David Luiz,br BRA,DF,Paris S-G,1987,25,23,2089,1,2,0,0,4,0,0.04,0.09,0.13,0.04,2015,French
Edinson Cavani,uy URU,FW,Paris S-G,1987,32,24,2309,19,5,0,1,3,0,0.74,0.19,0.94,0.74,2015,French
Elderson Echiéjilé,ng NGA,DF,Monaco,1988,20,18,1569,0,1,0,0,4,1,0,0.06,0.06,0,2015,French
Erin Pinheiro,cv CPV,MF,Saint-Étienne,1997,2,0,21,0,0,0,0,0,0,0,0,0,0,2015,French
Ezequiel Lavezzi,ar ARG,"FW,MF",Paris S-G,1985,16,3,437,2,0,0,0,0,0,0.41,0,0.41,0.41,2015,French
Fabien Lemoine,fr FRA,MF,Saint-Étienne,1987,33,29,2452,0,1,0,0,10,0,0,0.04,0.04,0,2015,French
Fabinho,br BRA,"DF,MF",Monaco,1993,34,34,3060,6,4,6,6,9,0,0.18,0.12,0.29,0,2015,French
Fábio Coentrão,pt POR,"DF,MF",Monaco,1988,15,13,1081,3,2,0,0,4,0,0.25,0.17,0.42,0.25,2015,French
Farès Bahlouli,fr FRA,MF,Monaco,1995,8,2,180,1,0,0,0,1,0,0.5,0,0.5,0.5,2015,French
Florentin Pogba,gn GUI,DF,Saint-Étienne,1990,24,21,1948,0,1,0,0,1,0,0,0.05,0.05,0,2015,French
François Clerc,fr FRA,"DF,MF",Saint-Étienne,1983,10,10,871,0,1,0,0,0,0,0,0.1,0.1,0,2015,French
Gabriel Boschilia,br BRA,MF,Monaco,1996,5,1,149,0,0,0,0,0,0,0,0,0,0,2015,French
Gaëtan Perrin,fr FRA,MF,Lyon,1996,3,0,32,1,0,0,0,0,0,2.81,0,2.81,2.81,2015,French
Gregory van der Wiel,nl NED,DF,Paris S-G,1988,17,16,1378,2,3,0,0,2,0,0.13,0.2,0.33,0.13,2015,French
Guido Carrillo,ar ARG,FW,Monaco,1991,31,15,1602,4,2,0,0,3,0,0.22,0.11,0.34,0.22,2015,French
Hélder Costa,pt POR,"MF,FW",Monaco,1994,25,15,1290,3,2,0,0,4,0,0.21,0.14,0.35,0.21,2015,French
Henri Bedimo,cm CMR,DF,Lyon,1984,18,14,1226,0,0,0,0,0,0,0,0,0,0,2015,French
Hervin Ongenda,fr FRA,"MF,FW",Paris S-G,1995,5,4,347,1,1,0,0,0,0,0.26,0.26,0.52,0.26,2015,French
Ilyes Chaïbi,dz ALG,FW,Monaco,1996,1,0,11,0,0,0,0,0,0,0,0,0,0,2015,French
Ismaël Diomandé,ci CIV,MF,Saint-Étienne,1992,7,3,305,0,0,0,0,1,0,0,0,0,0,2015,French
Ivan Cavaleiro,pt POR,"MF,FW",Monaco,1993,12,6,511,1,0,0,0,1,0,0.18,0,0.18,0.18,2015,French
Javier Pastore,ar ARG,MF,Paris S-G,1989,16,11,874,2,6,0,0,1,0,0.21,0.62,0.82,0.21,2015,French
Jean-Christophe Bahebeck,fr FRA,"MF,FW",Saint-Étienne,1993,16,11,837,1,0,0,0,2,0,0.11,0,0.11,0.11,2015,French
Jean-Kévin Augustin,fr FRA,FW,Paris S-G,1997,13,4,423,1,0,0,0,1,0,0.21,0,0.21,0.21,2015,French
Jemerson,br BRA,DF,Monaco,1992,4,3,289,0,0,0,0,2,0,0,0,0,0,2015,French
Jérémy Clément,fr FRA,MF,Saint-Étienne,1984,27,25,2221,0,1,0,0,6,0,0,0.04,0.04,0,2015,French
Jérémy Morel,mg MAD,DF,Lyon,1984,31,27,2510,0,1,0,0,3,0,0,0.04,0.04,0,2015,French
João Moutinho,pt POR,MF,Monaco,1986,26,24,2123,1,2,0,0,3,0,0.04,0.08,0.13,0.04,2015,French
Jonathan Bamba,fr FRA,"FW,MF",Saint-Étienne,1996,5,4,293,1,0,0,0,0,0,0.31,0,0.31,0.31,2015,French
Jonathan Brison,fr FRA,DF,Saint-Étienne,1983,7,4,443,0,0,0,0,2,0,0,0,0,0,2015,French
Jordan Ferri,fr FRA,MF,Lyon,1992,34,26,2444,2,5,0,0,8,0,0.07,0.18,0.26,0.07,2015,French
Kévin Malcuit,ma MAR,"DF,MF",Saint-Étienne,1991,9,9,712,0,1,0,0,3,2,0,0.13,0.13,0,2015,French
Kévin Monnet-Paquet,fr FRA,"MF,FW",Saint-Étienne,1988,31,25,2273,2,2,0,0,2,0,0.08,0.08,0.16,0.08,2015,French
Kévin Rimane,gf GUF,"DF,MF",Paris S-G,1991,1,0,3,0,0,0,0,0,0,0,0,0,0,2015,French
Kylian Mbappé,fr FRA,"MF,FW",Monaco,1998,11,2,296,1,1,0,0,1,0,0.3,0.3,0.61,0.3,2015,French
Layvin Kurzawa,fr FRA,DF,Paris S-G,1992,16,14,1289,3,3,0,0,1,0,0.21,0.21,0.42,0.21,2015,French
Layvin Kurzawa,fr FRA,DF,Monaco,1992,3,3,228,1,2,0,0,1,0,0.39,0.79,1.18,0.39,2015,French
Lindsay Rose,mu MRI,DF,Lyon,1992,1,1,90,0,0,0,0,0,0,0,0,0,0,2015,French
Loïc Perrin,fr FRA,DF,Saint-Étienne,1985,24,24,2102,3,1,0,0,0,1,0.13,0.04,0.17,0.13,2015,French
Lucas Moura,br BRA,"FW,MF",Paris S-G,1992,36,26,2323,9,4,1,1,3,0,0.35,0.15,0.5,0.31,2015,French
Mario Pašali?,hr CRO,MF,Monaco,1995,16,12,995,3,0,0,0,1,0,0.27,0,0.27,0.27,2015,French
Marquinhos,br BRA,DF,Paris S-G,1994,29,20,1925,1,0,0,0,1,0,0.05,0,0.05,0.05,2015,French
Mathieu Gorgelin,fr FRA,GK,Lyon,1990,1,1,90,0,0,0,0,0,0,0,0,0,0,2015,French
Maxime Gonalons,fr FRA,"MF,DF",Lyon,1989,33,33,2890,0,0,0,0,7,0,0,0,0,0,2015,French
Maxwel Cornet,ci CIV,"FW,MF",Lyon,1996,31,16,1512,8,1,0,0,3,1,0.48,0.06,0.54,0.48,2015,French
Maxwell,br BRA,DF,Paris S-G,1981,28,24,2226,3,3,0,0,0,0,0.12,0.12,0.24,0.12,2015,French
Milan Biševac,rs SRB,DF,Lyon,1983,6,6,456,0,0,0,0,1,0,0,0,0,0,2015,French
Moustapha Bayal Sall,sn SEN,DF,Saint-Étienne,1985,28,27,2358,3,0,0,0,9,1,0.11,0,0.11,0.11,2015,French
Nabil Dirar,ma MAR,"MF,FW",Monaco,1986,20,20,1548,2,9,0,0,2,1,0.12,0.52,0.64,0.12,2015,French
Nabil Fekir,fr FRA,"FW,MF",Lyon,1993,9,5,464,4,1,0,0,1,0,0.78,0.19,0.97,0.78,2015,French
Neal Maupay,fr FRA,"FW,MF",Saint-Étienne,1996,15,5,525,1,2,0,0,3,0,0.17,0.34,0.51,0.17,2015,French
Nicolas Douchez,fr FRA,GK,Paris S-G,1980,1,1,90,0,0,0,0,0,0,0,0,0,0,2015,French
Nolan Roux,fr FRA,FW,Saint-Étienne,1988,29,21,1964,9,2,1,1,4,0,0.41,0.09,0.5,0.37,2015,French
Ole Selnæs,no NOR,MF,Saint-Étienne,1994,3,2,174,0,0,0,0,0,0,0,0,0,0,2015,French
Olivier Kemen,fr FRA,MF,Lyon,1996,2,1,106,0,0,0,0,0,0,0,0,0,0,2015,French
Paul Nardi,fr FRA,GK,Monaco,1994,2,2,180,0,0,0,0,0,0,0,0,0,0,2015,French
Pierre-Yves Polomat,fr FRA,"DF,MF",Saint-Étienne,1993,15,9,919,0,0,0,0,2,0,0,0,0,0,2015,French
Presnel Kimpembe,fr FRA,DF,Paris S-G,1995,6,5,426,0,0,0,0,1,0,0,0,0,0,2015,French
Rachid Ghezzal,dz ALG,"FW,MF",Lyon,1992,29,16,1593,8,8,0,0,5,0,0.45,0.45,0.9,0.45,2015,French
Rafael,br BRA,DF,Lyon,1990,21,18,1448,1,2,0,0,8,0,0.06,0.12,0.19,0.06,2015,French
Renaud Cohade,fr FRA,MF,Saint-Étienne,1984,19,14,1143,0,2,0,0,3,0,0,0.16,0.16,0,2015,French
Ricardo Carvalho,pt POR,DF,Monaco,1978,33,33,2898,2,0,0,0,8,0,0.06,0,0.06,0.06,2015,French
Robert Beri?,si SVN,"FW,MF",Saint-Étienne,1991,10,7,671,3,0,0,0,1,0,0.4,0,0.4,0.4,2015,French
Romain Del Castillo,fr FRA,"FW,MF",Lyon,1996,2,0,37,0,0,0,0,0,0,0,0,0,0,2015,French
Romain Hamouma,fr FRA,"MF,FW",Saint-Étienne,1987,24,17,1597,3,3,0,0,4,0,0.17,0.17,0.34,0.17,2015,French
Ronaël Pierre-Gabriel,fr FRA,DF,Saint-Étienne,1998,5,4,328,0,0,0,0,0,0,0,0,0,0,2015,French
Rony Lopes,pt POR,"MF,FW",Monaco,1995,2,2,113,0,0,0,0,0,0,0,0,0,0,2015,French
Serge Aurier,ci CIV,DF,Paris S-G,1992,21,21,1886,2,2,0,0,8,0,0.1,0.1,0.19,0.1,2015,French
Sergi Darder,es ESP,MF,Lyon,1993,26,18,1477,2,1,0,0,1,0,0.12,0.06,0.18,0.12,2015,French
Steed Malbranque,fr FRA,"MF,FW",Lyon,1980,11,5,403,0,1,0,0,0,0,0,0.22,0.22,0,2015,French
Stéphane Ruffier,fr FRA,GK,Saint-Étienne,1986,38,38,3420,0,0,0,0,4,0,0,0,0,0,2015,French
Thiago Motta,it ITA,MF,Paris S-G,1982,32,26,2343,1,1,0,0,6,0,0.04,0.04,0.08,0.04,2015,French
Thomas Lemar,fr FRA,"MF,FW",Monaco,1995,26,20,1805,5,3,0,0,1,0,0.25,0.15,0.4,0.25,2015,French
Tiemoué Bakayoko,fr FRA,MF,Monaco,1994,19,14,1364,1,0,0,0,3,0,0.07,0,0.07,0.07,2015,French
Vágner Love,br BRA,"FW,MF",Monaco,1984,12,9,782,4,0,0,1,1,0,0.46,0,0.46,0.46,2015,French
